FMID|MarketName|Website|Street|City|County|State|Zip|Schedule|x|y|Location|Credit|WIC|WICcash|SFMNP|SNAP|Bakedgoods|Cheese|Crafts|Flowers|Eggs|Seafood|Herbs|Vegetables|Honey|Jams|Maple|Meat|Nursery|Nuts|Plants|Poultry|Prepared|Soap|Trees|Wine|updateTime
1003968|Austin Area Farmer's Market|http://austinafm.org|Main Street|Austin|Mower|Minnesota|55912||-92.974745|43.6731634|Closed-off public street|Y|Y|Y|Y|Y|Y|N|Y|N|Y|N|Y|Y|Y|Y|N|Y|N|N|N|Y|Y|Y|N|N|5/23/2012 9:58:46 AM
22001770|Austin Farmers Market Association III|http://www.austinfarmersmarket.org|1416 Montopolis Drive|Austin|Travis|Texas|78757||-97.7003|30.2298||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
22002611|Austin Farmers Market Association VI|http://www.austinfarmersmarket.org|7500 Blessing|Austin|Tavis|Texas|78752||-97.693|30.332||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
22003451|Ava Farmers Market||Main St. & Fifth|Ava|Jackson|Illinois|62907||-89.4946|37.8883||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
1004726|Ava Growers' Market||Center of the Square in Ava MO|Norwood|Wright|Missouri|65717|April - October Saturday 7:00 AM to 12:00 PM|-92.4148865|37.1083858|Other|N|N|N|N|N|Y|N|Y|Y|Y|N|Y|Y|Y|Y|N|N|Y|N|Y|N|N|Y|N|N|6/4/2012 5:36:00 PM
1002031|Aventura mall market|http://www.rhemrketcompany.org|19501 biscayne boulevard|adventura|Miami-Dade|Florida|33138|February - September Saturday 10:00 AM to 9:30 PM, Sunday 12:00 PM to 8:00 PM|-80.17362|25.87024|Other|Y|N|N|N|N|Y|Y|N|Y|N|N|N|N|Y|N|N|N|N|N|Y|N|N|Y|N|N|5/1/2012 3:38:24 PM
22004480|Avery County Farmers Market||Newland Elementary School Parking Lot Highway 18|Newland|Avery County|North Carolina|||-81.9219|36.0822||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2011
22003120|Avila Beach Farmers Market||Front Street Promenade|Avila Beach|San Luis Obispo|California|93424||-120.733|35.1786||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
1003481|Avon Market Days|http://www.avonfarmersmarket.org|270 East Main St.|Avon|Livingston|New York|14414|June - October Wednesday 3:00 PM to 6:00 PM|-77.733822|42.910709|Private business parking lot|N|N|N|Y|N|Y|Y|N|Y|Y|N|Y|Y|Y|Y|Y|Y|N|N|N|Y|Y|N|N|Y|5/17/2012 8:31:25 AM
22004674|Avondale Farmers Market||92 Watch Hill Road|Westerly|WASHINGTON|Rhode Island|||-71.8303|41.3341||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2011
1003119|Avondale Farmers Market at Friendship Park|http://www.arizonafarmersmarkets.com|12325 W. McDowell Rd.|Avondale|Maricopa|Arizona|85392|January - April Saturday 8:00 AM to 12:00 PM, (Market starts 3rd Saturday in October.) May Saturday 7:30 AM to 11:00 AM, (Market runs through Memorial Day Weekend.) August Saturday 7:30 AM to 11:00 AM, (Market runs through Memorial Day Weekend.) October - December Saturday 8:00 AM to 12:00 PM, (Market starts 3rd Saturday in October.)|-112.321419|33.462255|Other|N|Y|Y|Y|Y|Y|N|Y|Y|Y|N|Y|Y|Y|Y|N|Y|N|Y|Y|N|Y|Y|N|N|5/14/2012 5:22:53 PM
22004675|Awendaw Farmers and Fresh Seafood Market||6971 Doar Rd.|Awendaw|Charleston|South Carolina|29429||-79.644|32.9901||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2011
22005395|AYA Community Markets|http://www.dreamingoutloud.org/programs/ayamarkets/|4th Street and I Street, SW|Washington|District of Columbia|District of Columbia|20020|April - July Saturday 10:00 AM to 3:00 PM, (1st and 3rd Saturdays of the month) September - November Saturday 10:00 AM to 3:00 PM, (1st and 3rd Saturdays of the month)|-77.0175504|38.8792834|Closed-off public street|N|Y|N|N|Y|Y|N|N|N|N|N|N|Y|N|Y|N|N|N|N|N|N|N|N|N|N|7/18/2012 1:19:51 PM
22004018|Ayer Farmers Market||70 Main Street, MBTA Parking lot|Ayer||Massachusetts|1432||-71.5894|42.56||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
22004676|Azalea Street Marketplace||506 West Drive|Rosepine|Beauregard|Louisiana|70659||-93.2905|30.854||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2011
1002780|Aztec Farmers' Market||1409 W Aztec Blvd.|Aztec|San Juan|New Mexico||July - October Wednesday 4:30 PM to 7:00 PM|-108.0099|36.82692|Private business parking lot|Y|Y|N|Y|Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|5/9/2012 6:42:30 PM
1004754|B2B (Back to Basics) Farmers' Market||Business 71|Anderson|McDonald|Missouri|64831|May - October Saturday 8:00 AM to 12:00 PM|-94.4265963|36.6396152|Private business parking lot|N|N|N|N|N|Y|N|Y|Y|Y|N|Y|Y|Y|Y|N|N|Y|N|Y|N|N|Y|N|N|6/5/2012 9:54:39 AM
1004754|B2B (Back to Basics) Farmers' Market||Hwy 59 and Hwy 76 in Anderson MO|Anderson|McDonald|Missouri|64831|May - October Thursday 9:00 AM to 2:00 PM|-94.4425765|36.6521292|Private business parking lot|N|N|N|N|N|Y|N|Y|Y|Y|N|Y|Y|Y|Y|N|N|Y|N|Y|N|N|Y|N|N|6/5/2012 9:54:39 AM
1004754|B2B (Back to Basics) Farmers' Market||next to McDonald's in Jane MO|Jane|McDonald|Missouri|64846|May - October Tuesday 3:00 PM to 6:00 PM|-94.348391|36.6287272|Private business parking lot|N|N|N|N|N|Y|N|Y|Y|Y|N|Y|Y|Y|Y|N|N|Y|N|Y|N|N|Y|N|N|6/5/2012 9:54:39 AM
22002819|Back Mountain Farmers Market||Grounds of Back Mountain Memorial Library|Dallas|Luzerne|Pennsylvania|18612||-75.963|41.3327||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
1004759|Badseed "Funky" Farmers' Market|http://www.badseedfarm.com|1909 McGee St|Kansas City|Jackson|Missouri|64108|January - February Friday 4:00 PM to 8:00 PM May - November Friday 4:00 PM to 9:00 PM December Friday 4:00 PM to 8:00 PM|-94.5802367|39.0899426||N|N|N|N|N|Y|N|Y|Y|Y|N|Y|Y|Y|Y|N|N|Y|N|Y|N|N|Y|N|N|6/5/2012 10:17:05 AM
21003472|Bagley Area Farmrs Market|http://bagleyareafarmersmarkeet.com|US Highway 2 and Getchell Avenue|Bagley|Clearwater|Minnesota|56621|January - December Friday 4:00 pm to 6:00 pm|-95.397|47.5218|Private business parking lot|N|N|N|N|N|Y|Y|N|Y|N|N|Y|Y|Y|Y|Y|N|N|N|N|N|Y|Y|N|N|4/25/2011 12:47:24 PM
1004760|Bagnell Dam Farmers' Market||Bagnell Dam Strip|Lake Ozark|Camden|Missouri|65049|May - October Friday 8:00 AM to 12:00 PM|-92.6417|38.1973|Faith-based institution (e.g., church, mosque, synagogue, temple)|N|N|N|N|N|Y|N|Y|Y|Y|N|Y|Y|Y|Y|N|N|Y|N|Y|N|N|Y|N|N|6/5/2012 10:25:08 AM
1004499|Bainbridge Island Farmers' Market|http://www.bainbridgefarmersmarket.com|280 Madison Avenue North|Bainbridge Island|Kitsap|Washington|98110|April - June Saturday 9:00 AM to 1:00 PM July - October Saturday 9:00 AM to 2:00 PM November - December Saturday 9:00 AM to 1:00 PM, (Winter Market Hours)|-122.519403|47.626095|Local government building grounds|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|N|Y|Y|N|Y|Y|Y|Y|Y|Y|6/1/2012 12:26:03 AM
22002536|Baker City Farmers Market||Geiser-Pollman Park at Tampbell and Grove Streets|Baker City|Baker|Oregon|97814||-117.828|44.7814||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
22004677|Bakersfield Downtown St Faire||2100 Chester Avenue|Bakersfield|KERN|California|||-119.019|35.3782||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2011
22004678|Bakersfield Golden State Mall FM||3201 F Street|Bakersfield|KERN|California|||-119.024|35.3886||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2011
22004679|Bakersfield Health Dept CFM||1800 Mt. Vernon Ave.|Bakersfield|KERN|California|||-118.968|35.383||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2011
22001285|Bakersfield Mt. Vernon Farmers Market||Mt. Vernon & BC Football Field|Lindsay|Kern|California|93247||-119.088|36.203||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
22003122|Bakersfield Wall St. Alley Farmers Market||30th & F Street|Bakerfield|Kern|California|93309|May - September|-119.023|35.3867||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|1/26/2012 9:49:24 AM
22003122|Bakersfield Wall St. Alley Farmers Market||Wall Street Alley|Bakersfield|Kern|California|93309||-119.019|35.3759||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|1/26/2012 9:49:24 AM
22002895|Bakersville Farmers Market||86 North Mitchell Avenue|Bakersviile|Mitchell|North Carolina|28705||-82.1572|36.0159||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
22004406|BALD EAGLE VALLEY METHODIST CHURCH||111 Runville Road, Runville, PA 16823|Runville|Centre County|Pennsylvania|||-77.839|40.963||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2011
1003558|Baldwin City Farmers' Market||High Street (Downtown)|Baldwin City|Douglas|Kansas|66006|April - October Saturday 7:30 AM to 12:00 PM|-95.188036|38.774763|Other|N|N|N|N|N|Y|N|Y|Y|Y|N|Y|Y|Y|Y|N|N|N|N|N|N|Y|Y|N|N|5/17/2012 1:12:47 PM
22003141|Baldwin Park Farmers Market|http://www.farmernet.com|Baldwin Park - Cesar Chavez & Ramond|Baldwin Park|Los Angeles|California|91706||-117.965|34.0856||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
1002934|Ballard Farmers Market|http://ballardfarmersmarket.wordpress.com|5300 Ballard Ave NW|seattle|King|Washington|98127|January - December Sunday 10:00 AM to 3:00 PM, (Every Sunday, Rain or Shine)|-122.38438|47.667273|Closed-off public street|N|Y|N|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|Y|Y|5/11/2012 2:01:02 PM
22004680|Ballston Farmers Market||1000 North Glebe Road|Arlington||Virginia|22207||-77.1165|38.8826||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2011
1002134|Ballston FRESHFARM Market|http://freshfarmmarkets.org/|901 N Taylor St|Ballston|Arlington|Virginia|22203|June - October Thursday 3:00 PM to 7:00 PM|-77.112179|38.881112|Other|Y|N|N|N|N|Y|Y|N|N|Y|N|Y|Y|Y|N|N|Y|N|N|N|Y|N|N|N|N|5/2/2012 2:05:14 PM
1002372|Ballston Spa Farmers Market|http://www.ballston.org|Wiswall Park, Front & Low Streets|Ballston Spa|Saratoga|New York|12020|June - September Thursday 3:00 PM to 6:00 PM, Saturday 9:00 AM to 12:00 PM, (June 14th Through September 29th) October - December Saturday 9:00 AM to 12:00 PM, (One Saturday per month at Cornell Cooperative Extension 50 West High Street, Ballston Spa)|-73.849947|43.002246|Local government building grounds|Y|Y|N|N|N|Y|N|Y|N|Y|N|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|N|Y|5/7/2012 11:56:53 AM
22002079|Balsam Lake Farmers Market||Pine Park|Balsam Lake|Polk|Wisconsin|54810||-92.4571|45.4511||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
22001185|Baltimore County Farmers' Market|http://www.baltimorecountyfarmersmarket.com|2200 York Road|Lutherville=Timonium|Baltimore|Maryland|21093|June July August September October|-76.6264|39.4398|Federal/State government building grounds|N|Y|N|Y|N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N|N|N|N|N|N|N|7/23/2011 9:37:12 PM
1003379|Baltimore Farmers Market|http://www.baltimorefarmmarket.com|1360 W Market St|Baltimore|Fairfield|Ohio|43105|June - October Friday 4:00 PM to 7:00 PM|-82.61776|39.84566|Local government building grounds|Y|N|N|N|Y|Y|Y|Y|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|N|N|5/16/2012 3:03:15 PM
1002347|Baltimore Farmers' Market|http://promotionandarts.org|400 unit block of Saratoga Street|Baltimore|Baltimore City|Maryland|21210|April - December Sunday 7:00 AM to 12:00 PM|-76.621478|39.2929004||Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|N|5/7/2012 11:16:16 AM
22003802|Bancroft Street Farmers Market||2702 S 10th St.|Omaha||Nebraska|68114||-95.93|41.2339||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
22000610|Bangor Farmers Market|http://www.facebook.com/BangorFarmMarket|Charles Park (Center St. & Monroe St.)|Bangor|Van Buren|Michigan|49013|May - October Friday 3:00 PM to 8:00 PM|-86.109338|42.312565|Local government building grounds|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|N|Y|Y|N|N|Y|N|7/9/2012 10:42:59 AM
1000524|Bannister Federal Complex Farmer's Market||92nd and Troost Avenue|Kansas City|Jackson|Missouri|64131-3000|June - September Tuesday 10:00 AM to 1:30 PM|-94.575377|38.959492|Federal/State government building grounds|N|N|N|N|N|Y|N|N|Y|N|N|Y|Y|Y|Y|N|N|Y|Y|Y|N|N|N|Y|N|4/25/2012 12:46:30 PM
1003090|Banyan Court Mall (People's Open Market)|http://www.co.honolulu.hi.us/parks/programs/pom|800 North King Street|Honolulu|Honolulu|Hawaii|96817|January - December Saturday 6:15 AM to 7:30 AM|-157.866197|21.32132|Closed-off public street|N|N|N|Y|Y|Y|N|N|Y|Y|Y|N|Y|Y|N|N|N|N|N|N|N|N|N|N|N|5/14/2012 3:56:11 PM
1002113|Baraboo Farmers Market|http://baraboofarmersmarket.com|Courthouse Square, Downtown Baraboo|Baraboo|Sauk|Wisconsin|53913|May - October Wednesday 7:00 AM to 1:00 PM, Saturday 7:00 AM to 1:00 PM|-89.742615|43.470113|Other|Y|Y|N|Y|N|Y|Y|N|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|N|Y|Y|N|Y|N|N|5/2/2012 11:38:20 AM
1001062|Barberville Family Farm Swap & Market|http://www.farmswapmarket.com|Lemmon road and Highway 40|Barberville|Volusia|Florida|32130-0732|January - December Saturday 6:00 AM to 12:00 PM, (Will open earlier for farmer/vendor set up /> No cost to sell, buy anything agriculture, farm or ranch related.)|-81.429977|29.180342|In a roadside stand|Y|N|N|N|N|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|N|Y|Y|Y|Y|N|Y|Y|N|4/26/2012 4:05:35 PM
1003524|Barbour County Community Garden Market|http://www.heartandhandhouse.org|309 S. Main St|Philippi|Barbour|West Virginia|26416|January Saturday 9:00 AM to 2:00 PM March - December Tuesday - Wednesday 9:00 AM to 2:00 PM, Friday - Saturday 9:00 AM to 2:00 PM, (November and December the Market will only be open on Saturdays)|-80.035315|39.146171|Other|N|N|Y|Y|Y|Y|N|Y|N|Y|N|Y|Y|Y|Y|Y|Y|Y|N|Y|Y|N|N|N|N|5/17/2012 11:01:24 AM
22003063|Barbour County Farmers Market||241 Broad Street|Eufaula|Barbour|Alabama|36072||-85.1431|31.8929||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
21004002|Bardstown Farmers Market|http://ces.ca.uky.edu/nelson/bardstownfarmersmarket|200 East Flaget|Bardstown|Nelson|Kentucky|40004|January - December Tuesday 7:30 am to 12:30 pm, Friday - Saturday 7:30 am to 12:30 pm|-85.4654|37.8102|Local government building grounds|N|Y|N|Y|N|Y|N|N|Y|N|N|Y|Y|Y|Y|N|Y|N|Y|Y|N|N|Y|N|N|4/29/2011 9:49:02 AM
1003598|Barker Farmers Market|http://Village of Barker@roadrunner.com|Main St., & Quaker Rd.|Barker|Niagara|New York|14012|June - August Thursday 5:00 PM to 7:30 PM|-78.5548023|43.3301158||N|Y|Y|Y|N|Y|Y|Y|Y|Y|N|Y|N|Y|Y|Y|N|Y|N|Y|N|N|Y|Y|N|5/17/2012 4:04:23 PM
1001947|Barker's Island Farmers Market|http://barkersislandfarmersmarket.com|Highway 2\53 & Marina Drive|Superior|Douglas|Wisconsin|54880|June - October Saturday 8:00 AM to 12:00 PM|-92.06206|46.72223|Local government building grounds|N|Y|N|Y|N|Y|N|Y|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|N|Y|Y|Y|Y|Y|N|5/1/2012 9:53:33 AM
21004785|Barnegat Farmers Market|http://www.barnegat.net|East Bay Ave. and Rt. 9|Barnegat|Ocean|New Jersey|8005|January - December Thursday 12:00 pm to 5:00 pm|-74.2225|39.7536|Local government building grounds|N|N|N|N|N|Y|Y|Y|Y|N|N|Y|Y|Y|Y|Y|N|N|N|Y|N|N|N|N|N|5/5/2011 9:14:51 AM
22002002|Barnesville Farmers Market||300 E.Church St.|Barnesville|Belmont|Ohio|43713||-81.1739|39.9881||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
22000695|Barnesville/Lamar County Farmers Market||Market Street|Barnesville|Lamar|Georgia|30204||-84.1573|33.0515||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|May 19 2010 2:32PM
1000547|Barnyard CFM|http://montereybayfarmers.org|3618 The Barnyard|Carmel|Monterey|California||May - October Tuesday 9:00 AM to 1:00 PM|-121.90685|36.5403944444|Private business parking lot|Y|Y|N|Y|N|Y|N|N|Y|Y|Y|Y|Y|Y|Y|N|Y|Y|Y|Y|Y|Y|N|Y|N|4/25/2012 12:55:56 PM
1004532|Barre Farmer's Market|http://barre-farmers-market.com||Barre|Worcester|Massachusetts|1005|May - October Saturday 9:00 AM to 12:30 PM|-72.105138|42.421809|Other|N|Y|Y|Y|N|Y|Y|Y|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|N|Y|N|Y|Y|N|N|6/1/2012 9:38:48 AM
1003726|Barre Farmers Market|||Barre|Washington|Vermont|5641|May - October Wednesday 3:00 PM to 6:30 PM|-72.498436|44.194021|Local government building grounds|Y|N|N|N|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|Y|N|Y|Y|Y|Y|N|N|5/18/2012 5:09:01 PM
1000647|Barren County Regional Farmers' Market|http://www.rebelhome.net/ccrfm.html|318 W Washington Ave|Glasgow|Barren|Kentucky|42142|May - October Tuesday 8:00 AM to 1:00 PM, Friday 8:00 AM to 1:00 PM|-85.91528|36.99604|Healthcare Institution|N|Y|Y|Y|N|Y|Y|Y|Y|Y|N|Y|Y|Y|Y|N|Y|Y|Y|Y|Y|N|Y|Y|N|4/25/2012 3:17:59 PM
21003556|Barrington Farmers Market||Ace Hardware Parking Lot; County Road and Rumstick Road|Barrington|Bristol|Rhode Island|2806|January - December Tuesday 3:00 pm to 6:00 pm|-71.3022|41.7231|Private business parking lot|N|N|N|N|N|Y|Y|N|Y|N|Y|Y|Y|Y|Y|Y|Y|N|N|N|N|N|N|N|N|2/19/2012 3:44:40 PM
22000744|Barrington Farmers Market|http://www.barringtonfarmersmarket.org|Cook and Lake Cook Roads|Barrington|Cook|Illinois|60010||-88.1348|42.1524||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|May 21 2010 9:57PM
22001487|Barrington Farmers Market||Int. Rts. 9 & 25|Barrington|Strafford|New Hampshire|3825|June July August September|-71.0469|43.2228||N|N|N|N|N|Y|N|N|Y|N|N|N|Y|Y|N|Y|Y|N|N|Y|N|N|N|N|N|2/19/2012 3:46:08 PM
22004684|Barry University Green Market|http://www.themarketcompany.org|11300 NE 2nd Avenue|Miami Beach|Miami-Dade|Florida|33139||-80.1967|25.8785||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2011
22002742|Barstow Market Festival Farmers Market||East Main St.,From Barstow to 2nd|Barstow|San Bernardino|California|92312||-117.023|34.8988||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
1003918|Bartel-Pritchard Square Greenmarket|http://www.grownyc.org|Prospect Pk W & 15 St|Brooklyn|Kings|New York|11215|May - November Wednesday 8:00 AM to 3:00 PM|-73.979831|40.661173|Other|Y|Y|Y|Y|Y|N|N|N|N|N|N|Y|Y|N|N|N|N|N|N|N|N|N|N|N|N|5/22/2012 2:24:58 PM
22001847|Bartlesville Farmers Market|http://www.hotmarket.org|217 Southeast Adams Boulevard|Bartlesville|Washington|Oklahoma|74003||-95.9768|36.7465||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
22000312|Bartlett Farmers Market|http://www.village.bartlett.il.us|203 Main St.|Bartlett|Cook|Illinois|60103||-88.1846|41.9899||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Apr 16 2010 9:57AM
22001031|Basalt Sunday Market|http://www.basaltsundaymarket.com|Lion's Park and Midland Spur Rd.|Basalt|Eagle|Colorado|||-107.036|39.3688||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
22002853|Basin Farmers Market||Wyoming Ave. & 4th St.|Basin|Big Horn|Wyoming|82410||-108.039|44.3765||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|2009
1004660|Bass River Farmers Market|http://www.BassRiverFarmersMarket.org|311 Old Main Street|South Yarmouth|Barnstable|Massachusetts|2664|May - September Thursday 9:00 AM to 1:30 PM, (The Market is open rain or shine)|-70.185366|41.665831|Other|Y|Y|N|N|N|Y|N|N|N|Y|N|Y|Y|N|Y|N|N|Y|N|Y|N|N|Y|N|N|6/3/2012 8:03:46 PM
1001455|Bastrop 1832 Farmers Market|http://www.bastrop1832farmersmarket.org|1302 Chestnut Street|Bastrop|Bastrop|Texas|78602|January - May Tuesday 2:00 PM to 6:00 PM, Saturday 10:00 AM to 2:00 PM June - September Tuesday 2:00 PM to 6:00 PM, Saturday 9:00 AM to 1:00 PM, (We open & close 1 hour earlier during the hottest months of the year-June, July, August, & September.) October - December Tuesday 2:00 PM to 6:00 PM, Saturday 10:00 AM to 2:00 PM|-97.312067|30.110719|Local government building grounds|Y|N|N|N|Y|Y|Y|Y|Y|Y|N|Y|Y|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|Y|N|4/30/2012 12:26:05 PM
1002332|Batavia Farmers Market|http://www.downtownbatavia.com|28 S.Waters St.|Batavia|Kane|Illinois|60510|June - October Saturday 8:00 AM to 12:00 PM|-88.310444|41.849249|Closed-off public street|N|N|N|N|N|Y|Y|N|Y|Y|N|Y|Y|Y|N|N|Y|Y|N|Y|Y|Y|Y|Y|N|5/7/2012 11:04:16 AM
1001997|Bath County Farmers Market|http://www.bacofarmmkt.com/|Main Street Hot Springs Va|Hot Springs|Bath|Virginia|24445|June - September Saturday 9:00 AM to 1:00 PM|-79.831587|37.9993993|Private business parking lot|N|N|N|N|N|Y|Y|Y|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|N|Y|Y|Y|Y|N|N|5/1/2012 1:36:34 PM
1001426|Bath County Farmers' Market||2914 East Highway 60|Owingsville|Bath|Kentucky|40360|June - October Tuesday 8:00 AM to 6:00 PM, Friday 8:00 AM to 6:00 PM, Saturday 8:00 AM to 2:00 PM|-83.720326|38.138877|Educational institution|N|Y|N|Y|Y|Y|N|Y|Y|Y|N|Y|Y|Y|N|N|N|N|N|N|N|N|N|N|N|4/30/2012 10:14:09 AM
1001773|Bath Farmers Market|http://www.bathtownship.us|13751 Main St, Bath, MI 48808|Bath|Clinton|Michigan|48808|May - October Thursday 3:00 PM to 7:00 PM|-84.449093|42.816181|Other|Y|Y|N|Y|Y|Y|N|N|Y|Y|N|Y|Y|Y|Y|Y|N|N|Y|Y|N|Y|N|N|N|4/30/2012 5:49:06 PM
1001773|Bath Farmers Market|http://www.bathtownship.us|5959 Park Lake Rd|Bath|Clinton|Michigan|48808|January - April Thursday 3:00 PM to 6:00 PM November - December Thursday 3:00 PM to 6:00 PM|-84.444215|42.7935821|Local government building grounds|Y|N|N|N|Y|Y|N|N|N|Y|N|N|Y|Y|Y|N|N|N|Y|N|N|Y|N|N|N|4/30/2012 5:49:06 PM
22001356|Bath Saturday Farmers Market||Pultney Park, Steuben St|Steuben|Steuben|New York||May - October|-75.5123|42.9467|Local government building grounds|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|1/20/2012 11:02:14 AM
21001985|Bath Winter and Summer Market||Water Front Park(summer) 150 Congress Ave (Winter)|Bath|Sagadahoc|Maine|4530|January - December Saturday 8:30 am to 12:00 pm|-69.8318|43.9141|Local government building grounds|N|Y|Y|Y|Y|Y|Y|N|Y|N|N|Y|Y|Y|Y|Y|Y|N|N|Y|N|Y|Y|N|N|1/19/2012 10:40:37 AM
1004714|Batten's Farmers Market and Davie Agri-Tourism Center|http://www.newbattensfarmersmarket.com|5151 SW 64th Ave|Davie|Broward|Florida|33314|January - June Monday - Tuesday 9:00 AM to 5:00 PM, Thursday - Sunday 9:00 AM to 5:00 PM, (Closed on Wednesday) October - December Monday - Tuesday 9:00 AM to 5:00 PM, Thursday - Sunday 9:00 AM to 5:00 PM, (Closed on Wednesday)|-80.233914|26.05639|On a farm from: a barn, a greenhouse, a tent, a stand, etc|Y|N|N|N|Y|Y|N|Y|N|Y|N|N|Y|Y|Y|N|N|N|Y|Y|N|Y|N|N|N|6/4/2012 4:18:49 PM
1001306|Battle Creek Farmers Market|http://www.battlecreekfarmersmarket.com|5500 Armstrong Road|Battle Creek|Calhoun|Michigan|49037|June - September Monday 11:00 AM to 1:00 PM|-85.291243|42.343376|Federal/State government building grounds|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|N|Y|Y|Y|Y|N|Y|N|N|N|Y|Y|Y|N|N|4/27/2012 5:23:22 PM
1001306|Battle Creek Farmers Market|http://www.battlecreekfarmersmarket.com|Festival Market Square at the corner of Jackson and McCamly|Battle Creek|Calhoun|Michigan|49017|May - October Wednesday 9:00 AM to 1:00 PM, Saturday 9:00 AM to 1:00 PM|-85.185156|42.319796|Other|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|N|Y|Y|Y|Y|Y|Y|Y|N|Y|Y|Y|Y|N|N|4/27/2012 5:23:22 PM
